tconst,ordering,nconst,category,job,characters
tt5816184,1,nm0451321,actor,\N,"[""Lt. Abhimanyu Rai""]"
tt5819812,1,nm0451321,actor,\N,"[""Lt. Abhimanyu Rai""]"
tt5819814,1,nm0451321,actor,\N,"[""Lt. Abhimanyu Rai""]"
tt5821662,1,nm0451321,actor,\N,"[""Lt. Abhimanyu Rai""]"
tt5821678,1,nm0451321,actor,\N,"[""Lt. Abhimanyu Rai""]"
tt5827864,1,nm0451321,actor,\N,"[""Lt. Abhimanyu Rai""]"
tt5831158,1,nm0451321,actor,\N,"[""Lt. Abhimanyu Rai""]"
tt5833750,1,nm0451321,actor,\N,"[""Lt. Abhimanyu Rai""]"
tt5833756,1,nm0451321,actor,\N,"[""Lt. Abhimanyu Rai""]"
tt5837404,1,nm0451321,actor,\N,"[""Lt. Abhimanyu Rai""]"
tt5837410,1,nm0451321,actor,\N,"[""Lt. Abhimanyu Rai""]"
tt5872910,4,nm0006795,self,\N,"[""Self""]"
tt5882970,1,nm0006795,actor,\N,"[""Laxman""]"
tt5882970,15,nm0006795,producer,producer,\N
tt5946128,2,nm0451321,actor,\N,"[""Dr. Jehangir Khan""]"
tt5956100,1,nm0006795,actor,\N,"[""Tiger""]"
tt5956100,2,nm0006795,actor,\N,"[""Avinash Singh Rathore""]"
tt5988306,5,nm10541030,self,\N,"[""Self""]"
tt5997666,1,nm0451321,actor,\N,"[""Harinder 'Harry' Singh Nehra""]"
tt6141628,2,nm0451321,self,\N,"[""Self - Guest""]"
tt6206908,2,nm0451321,self,\N,"[""Self - Guest""]"
tt6277462,5,nm0451321,actor,\N,"[""Mohan Bhargav""]"
tt6287674,11,nm0451321,self,\N,"[""Self""]"
tt6289244,1,nm0451321,actor,\N,\N
tt6292424,2,nm0006795,self,\N,"[""Self - Guest""]"
tt6295626,10,nm0451321,self,\N,"[""Self""]"
tt6302274,6,nm0451321,self,\N,"[""Self""]"
tt6320840,10,nm0451321,self,\N,"[""Self""]"
tt6320932,10,nm0006795,self,\N,"[""Self""]"
tt6320934,10,nm0006795,self,\N,"[""Self""]"
tt6321200,10,nm0006795,self,\N,"[""Self""]"
tt6321214,10,nm0006795,self,\N,"[""Self""]"
tt6323788,6,nm0451321,self,\N,"[""Self""]"
tt6323820,8,nm0451321,self,\N,"[""Self""]"
tt6323832,6,nm0451321,self,\N,"[""Self""]"
tt6380642,3,nm0451321,self,\N,"[""Self""]"
tt6381562,6,nm0451321,actor,\N,"[""Pawan Raghujan""]"
tt6381568,6,nm0451321,actor,\N,"[""Pawan Raghujan""]"
tt6381572,6,nm0451321,actor,\N,"[""Pawan Raghujan""]"
tt6381574,6,nm0451321,actor,\N,"[""Pawan Raghujan""]"
tt6405220,6,nm0006795,actor,\N,\N
tt6417788,5,nm0006795,self,\N,"[""Self""]"
tt6509998,5,nm0451321,self,\N,"[""Self""]"
tt6527426,1,nm0451321,actor,\N,"[""Bauua Singh""]"
tt6573786,7,nm0451321,self,\N,"[""Self - interviewee""]"
tt6583204,3,nm0451321,self,\N,"[""Self - interviewee""]"
tt6611428,4,nm0451321,self,\N,"[""Self""]"
tt6649234,17,nm0006795,producer,producer,\N
tt6660502,2,nm0006795,actor,\N,\N
tt6832952,10,nm0451321,self,\N,"[""Self""]"
tt6941654,1,nm0006795,actor,\N,"[""Hanuman""]"
tt7059844,1,nm0006795,actor,\N,"[""Inspector Chulbul Pandey""]"
tt7059844,12,nm0006795,writer,story,\N
tt7059844,18,nm0006795,producer,producer,\N
tt7275232,7,nm0006795,self,\N,"[""Self""]"
tt7293204,2,nm0451321,self,\N,"[""Self""]"
tt7431594,2,nm0006795,actor,\N,"[""Sikander""]"
tt7431594,16,nm0006795,producer,producer,\N
tt7531720,1,nm0451321,actor,\N,"[""Shekharan""]"
tt7533586,1,nm0451321,actor,\N,"[""Shekharan""]"
tt7621064,9,nm0451321,self,\N,"[""Self""]"
tt7624840,9,nm9413387,actor,\N,"[""Munna""]"
tt7632422,8,nm0451321,self,\N,"[""Self""]"
tt7632430,7,nm0006795,self,\N,"[""Self""]"
tt7683380,1,nm0006795,self,\N,"[""Self - Host""]"
tt7721800,1,nm0006795,actor,\N,"[""Bharat""]"
tt7767622,1,nm0006795,self,\N,"[""Self""]"
tt7767622,2,nm0006795,self,\N,"[""Host""]"
tt7820846,14,nm0006795,producer,producer,\N
tt7838256,3,nm9536351,actor,\N,"[""Ravi""]"
tt7847662,2,nm0451321,self,\N,"[""Self""]"
tt7981392,1,nm0006795,actor,\N,"[""Devi Lal Singh""]"
tt8110266,1,nm0451321,self,\N,"[""Self""]"
tt8376780,1,nm0006795,self,\N,"[""Self - Host""]"
tt8411968,9,nm0006795,self,\N,"[""Self - Host""]"
tt8411974,1,nm0006795,self,\N,"[""Self - Host""]"
tt8413196,1,nm0006795,self,\N,"[""Self - Host""]"
tt8413212,1,nm0006795,self,\N,"[""Self - Host""]"
tt8413234,1,nm0006795,self,\N,"[""Self - Host""]"
tt8443588,4,nm0006795,self,\N,"[""Self - Host""]"
tt8443612,7,nm0006795,self,\N,"[""Self - Host""]"
tt8443636,5,nm0006795,self,\N,"[""Self - Host""]"
tt8443696,4,nm0006795,self,\N,"[""Self - Host""]"
tt8443698,1,nm0006795,self,\N,"[""Self - Host""]"
tt8443878,1,nm0006795,self,\N,"[""Self - Host""]"
tt8448688,5,nm0006795,self,\N,"[""Self""]"
tt8457904,1,nm0451321,actor,\N,"[""Chief Guest -Promotion Grand Final""]"
tt8463784,2,nm0451321,self,\N,"[""Self""]"
tt8468824,1,nm0006795,self,\N,"[""Self - Host""]"
tt8468872,4,nm0006795,self,\N,"[""Self - Host""]"
tt8468910,6,nm0006795,self,\N,"[""Self - Host""]"
tt8469566,1,nm0006795,self,\N,"[""Self - Host""]"
tt8469578,7,nm0006795,self,\N,"[""Self - Host""]"
tt8469594,1,nm0006795,self,\N,"[""Self - Host""]"
tt8470514,5,nm0006795,self,\N,"[""Self - Host""]"
tt8474452,1,nm0006795,self,\N,"[""Self - Host""]"
tt8533882,6,nm0006795,self,\N,"[""Self - Host""]"
tt8533912,3,nm0006795,self,\N,"[""Self - Host""]"
tt8533942,4,nm0006795,self,\N,"[""Self - Host""]"
tt8534044,8,nm0006795,self,\N,"[""Self - Host""]"
tt8534070,6,nm0006795,self,\N,"[""Self - Host""]"
tt8537050,7,nm0006795,self,\N,"[""Self - Host""]"
tt8537054,8,nm0006795,self,\N,"[""Self - Host""]"
tt8567044,5,nm0006795,self,\N,"[""Self""]"
tt8616420,2,nm0451321,self,\N,"[""Self""]"
tt8639336,8,nm0006795,self,\N,"[""Self - Host""]"
tt8639342,8,nm0006795,self,\N,"[""Self - Host""]"
tt8639348,8,nm0006795,self,\N,"[""Self - Host""]"
tt8702910,9,nm0006795,self,\N,"[""Self""]"
tt8702912,9,nm0006795,self,\N,"[""Self""]"
tt8702930,9,nm0006795,self,\N,"[""Self""]"
tt8702934,9,nm0006795,self,\N,"[""Self""]"
tt8758506,4,nm0006795,self,\N,"[""Self - Host""]"
tt8769926,9,nm0006795,self,\N,"[""Self - Host""]"
tt8772794,15,nm0451321,producer,producer,\N
tt8796940,2,nm0006795,self,\N,"[""Self""]"
tt8797028,2,nm0006795,self,\N,"[""Self""]"
tt8816040,1,nm0451321,self,\N,"[""Self - Host""]"
tt8961924,1,nm0006795,self,\N,"[""Self - Host""]"
tt8972258,5,nm0006795,self,\N,"[""Self - Host""]"
tt8972260,5,nm0006795,self,\N,"[""Self - Host""]"
tt8972262,5,nm0006795,self,\N,"[""Self - Host""]"
tt8972264,6,nm0006795,self,\N,"[""Self - Host""]"
tt8972266,5,nm0006795,self,\N,"[""Self - Host""]"
tt8972268,5,nm0006795,self,\N,"[""Self - Host""]"
tt8972270,5,nm0006795,self,\N,"[""Self - Host""]"
tt8972272,5,nm0006795,self,\N,"[""Self - Host""]"
tt8972274,6,nm0006795,self,\N,"[""Self - Host""]"
tt8975046,8,nm0451321,self,\N,"[""Self""]"
tt8993498,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993500,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993502,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993504,6,nm0006795,self,\N,"[""Self - Host""]"
tt8993506,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993508,6,nm0006795,self,\N,"[""Self - Host""]"
tt8993510,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993512,6,nm0006795,self,\N,"[""Self - Host""]"
tt8993514,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993518,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993520,6,nm0006795,self,\N,"[""Self - Host""]"
tt8993522,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993524,6,nm0006795,self,\N,"[""Self - Host""]"
tt8993528,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993530,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993532,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993534,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993536,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993538,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993540,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993542,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993544,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993546,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993550,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993552,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993554,6,nm0006795,self,\N,"[""Self - Host""]"
tt8993556,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993558,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993560,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993562,4,nm0006795,self,\N,"[""Self - Host""]"
tt8993564,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993566,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993568,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993570,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993572,6,nm0006795,self,\N,"[""Self - Host""]"
tt8993574,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993576,6,nm0006795,self,\N,"[""Self - Host""]"
tt8993580,6,nm0006795,self,\N,"[""Self - Host""]"
tt8993582,6,nm0006795,self,\N,"[""Self - Host""]"
tt8993584,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993588,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993592,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993594,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993596,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993598,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993600,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993602,4,nm0006795,self,\N,"[""Self - Host""]"
tt8993604,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993606,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993608,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993610,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993612,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993616,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993618,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993620,6,nm0006795,self,\N,"[""Self - Host""]"
tt8993624,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993628,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993630,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993632,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993634,6,nm0006795,self,\N,"[""Self - Host""]"
tt8993636,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993638,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993640,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993642,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993644,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993646,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993648,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993650,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993652,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993654,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993656,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993658,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993660,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993662,2,nm0006795,self,\N,"[""Self - Host""]"
tt8993664,6,nm0006795,self,\N,"[""Self - Host""]"
tt8993670,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993672,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993674,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993676,5,nm0006795,self,\N,"[""Self - Host""]"
tt8993678,5,nm0006795,self,\N,"[""Self - Host""]"
tt9003592,5,nm0006795,archive_footage,\N,"[""Self""]"
tt9020330,3,nm0006795,self,\N,"[""Self""]"
tt9020330,4,nm0451321,self,\N,"[""Self""]"
tt9035110,4,nm0451321,self,\N,"[""Self - KKR Owner""]"
tt9044564,7,nm0451321,self,\N,"[""Self""]"
tt9063320,7,nm0006795,self,\N,"[""Self - Host""]"
tt9063322,7,nm0006795,self,\N,"[""Self - Host""]"
tt9063326,7,nm0006795,self,\N,"[""Self - Host""]"
tt9063366,7,nm0006795,self,\N,"[""Self - Host""]"
tt9063368,8,nm0006795,self,\N,"[""Self - Host""]"
tt9063372,7,nm0006795,self,\N,"[""Self - Host""]"
tt9063376,7,nm0006795,self,\N,"[""Self - Host""]"
tt9063378,8,nm0006795,self,\N,"[""Self - Host""]"
tt9063382,7,nm0006795,self,\N,"[""Self - Host""]"
tt9063384,7,nm0006795,self,\N,"[""Self - Host""]"
tt9063392,9,nm0006795,self,\N,"[""Self - Host""]"
tt9063396,8,nm0006795,self,\N,"[""Self - Host""]"
tt9063398,7,nm0006795,self,\N,"[""Self - Host""]"
tt9063400,7,nm0006795,self,\N,"[""Self - Host""]"
tt9063402,7,nm0006795,self,\N,"[""Self - Host""]"
tt9063414,7,nm0006795,self,\N,"[""Self - Host""]"
tt9063416,7,nm0006795,self,\N,"[""Self - Host""]"
tt9063430,9,nm0006795,self,\N,"[""Self - Host""]"
tt9063434,7,nm0006795,self,\N,"[""Self - Host""]"
tt9063438,7,nm0006795,self,\N,"[""Self - Host""]"
tt9063440,7,nm0006795,self,\N,"[""Self - Host""]"
tt9105014,17,nm0006795,producer,producer,\N
tt9121268,7,nm0006795,self,\N,"[""Self - Host""]"
tt9121272,7,nm0006795,self,\N,"[""Self - Host""]"
tt9121276,7,nm0006795,self,\N,"[""Self - Host""]"
tt9121278,9,nm0006795,self,\N,"[""Self - Host""]"
tt9121280,7,nm0006795,self,\N,"[""Self - Host""]"
tt9121282,7,nm0006795,self,\N,"[""Self - Host""]"
tt9121298,7,nm0006795,self,\N,"[""Self - Host""]"
tt9121300,7,nm0006795,self,\N,"[""Self - Host""]"
tt9121304,8,nm0006795,self,\N,"[""Self - Host""]"
tt9121306,8,nm0006795,self,\N,"[""Self - Host""]"
tt9121308,8,nm0006795,self,\N,"[""Self - Host""]"
tt9121312,7,nm0006795,self,\N,"[""Self - Host""]"
tt9121314,7,nm0006795,self,\N,"[""Self - Host""]"
tt9121316,7,nm0006795,self,\N,"[""Self - Host""]"
tt9121320,7,nm0006795,self,\N,"[""Self - Host""]"
tt9121324,8,nm0006795,self,\N,"[""Self - Host""]"
tt9121326,7,nm0006795,self,\N,"[""Self - Host""]"
tt9121330,7,nm0006795,self,\N,"[""Self - Host""]"
tt9121332,7,nm0006795,self,\N,"[""Self - Host""]"
tt9121334,7,nm0006795,self,\N,"[""Self - Host""]"
tt9121336,7,nm0006795,self,\N,"[""Self - Host""]"
tt9121340,7,nm0006795,self,\N,"[""Self - Host""]"
tt9121342,7,nm0006795,self,\N,"[""Self - Host""]"
tt9121346,10,nm0006795,self,\N,"[""Self - Host""]"
tt9121352,6,nm0006795,self,\N,"[""Self - Host""]"
tt9121356,6,nm0006795,self,\N,"[""Self - Host""]"
tt9121358,6,nm0006795,self,\N,"[""Self - Host""]"
tt9121366,6,nm0006795,self,\N,"[""Self - Host""]"
tt9121370,6,nm0006795,self,\N,"[""Self - Host""]"
tt9121372,7,nm0006795,self,\N,"[""Self - Host""]"
tt9121374,7,nm0006795,self,\N,"[""Self - Host""]"
tt9121376,6,nm0006795,self,\N,"[""Self - Host""]"
tt9121378,6,nm0006795,self,\N,"[""Self - Host""]"
tt9121380,6,nm0006795,self,\N,"[""Self - Host""]"
tt9121384,7,nm0006795,self,\N,"[""Self - Host""]"
tt9121386,7,nm0006795,self,\N,"[""Self - Host""]"
tt9121388,6,nm0006795,self,\N,"[""Self - Host""]"
tt9121392,7,nm0006795,self,\N,"[""Self - Host""]"
tt9121394,6,nm0006795,self,\N,"[""Self - Host""]"
tt9121396,6,nm0006795,self,\N,"[""Self - Host""]"
tt9121400,6,nm0006795,self,\N,"[""Self - Host""]"
tt9121404,6,nm0006795,self,\N,"[""Self - Host""]"
tt9121408,6,nm0006795,self,\N,"[""Self - Host""]"
tt9121416,6,nm0006795,self,\N,"[""Self - Host""]"
tt9121422,6,nm0006795,self,\N,"[""Self - Host""]"
tt9121428,6,nm0006795,self,\N,"[""Self - Host""]"
tt9121432,6,nm0006795,self,\N,"[""Self - Host""]"
tt9121434,7,nm0006795,self,\N,"[""Self - Host""]"
tt9121436,6,nm0006795,self,\N,"[""Self - Host""]"
tt9121438,6,nm0006795,self,\N,"[""Self - Host""]"
tt9121440,6,nm0006795,self,\N,"[""Self - Host""]"
tt9121446,5,nm0006795,self,\N,"[""Self - Host""]"
tt9121448,5,nm0006795,self,\N,"[""Self - Host""]"
tt9121450,5,nm0006795,self,\N,"[""Self - Host""]"
tt9121452,5,nm0006795,self,\N,"[""Self - Host""]"
tt9121454,5,nm0006795,self,\N,"[""Self - Host""]"
tt9121458,5,nm0006795,self,\N,"[""Self - Host""]"
tt9121464,5,nm0006795,self,\N,"[""Self - Host""]"
tt9121466,5,nm0006795,self,\N,"[""Self - Host""]"
tt9121470,5,nm0006795,self,\N,"[""Self - Host""]"
tt9121474,5,nm0006795,self,\N,"[""Self - Host""]"
tt9121476,5,nm0006795,self,\N,"[""Self - Host""]"
tt9121478,5,nm0006795,self,\N,"[""Self - Host""]"
tt9121480,5,nm0006795,self,\N,"[""Self - Host""]"
tt9121482,5,nm0006795,self,\N,"[""Self - Host""]"
tt9121486,5,nm0006795,self,\N,"[""Self - Host""]"
tt9121488,6,nm0006795,self,\N,"[""Self - Host""]"
tt9121490,5,nm0006795,self,\N,"[""Self - Host""]"
tt9121492,4,nm0006795,self,\N,"[""Self - Host""]"
tt9121494,4,nm0006795,self,\N,"[""Self - Host""]"
tt9121496,6,nm0006795,self,\N,"[""Self - Host""]"
tt9126170,9,nm0451321,self,\N,"[""Self""]"
tt9126172,9,nm0451321,self,\N,"[""Self""]"
tt9126174,9,nm0451321,self,\N,"[""Self""]"
tt9128936,1,nm0451321,self,\N,"[""Self - Host""]"
tt9131678,1,nm0451321,self,\N,"[""Self - Host""]"
tt9131704,2,nm0451321,self,\N,"[""Self - Host""]"
tt9131738,2,nm0451321,self,\N,"[""Self - Host""]"
tt9131766,1,nm0451321,self,\N,"[""Self - Host""]"
tt9131810,2,nm0451321,self,\N,"[""Self - Host""]"
tt9131832,1,nm0451321,self,\N,"[""Self - Host""]"
tt9131856,1,nm0451321,self,\N,"[""Self - Host""]"
tt9131872,1,nm0451321,self,\N,"[""Self - Host""]"
tt9138478,5,nm0451321,self,\N,"[""Self - KKR Owner""]"
tt9164602,3,nm0451321,self,\N,"[""Self - Guest""]"
tt9164750,2,nm0451321,self,\N,"[""Self - Guest""]"
tt9207454,2,nm0451321,actor,\N,\N
tt9223850,1,nm0451321,self,\N,"[""Self - Host""]"
tt9229044,1,nm0451321,self,\N,"[""Self - Host""]"
tt9229058,3,nm0451321,self,\N,"[""Self - Host""]"
tt9230662,1,nm0006795,actor,\N,\N
tt9337468,8,nm0451321,self,\N,"[""Self""]"
tt9337470,9,nm0451321,self,\N,"[""Self""]"
tt9386730,5,nm0451321,self,\N,"[""Self""]"
tt9434592,2,nm0451321,self,\N,"[""Self""]"
tt9438014,2,nm0451321,self,\N,"[""Self""]"
tt9469008,18,nm0006795,producer,producer,\N
tt9482056,5,nm0451321,actor,\N,"[""Mr. Young Man""]"
tt9520894,1,nm0006795,self,\N,"[""Self - Host""]"
tt9521864,18,nm0006795,producer,producer,\N
tt9552666,11,nm0006795,self,\N,"[""Self""]"
tt9552666,17,nm0006795,producer,producer,\N
tt9553284,3,nm17099001,actor,\N,"[""Cop""]"
tt9557304,9,nm0006795,self,\N,"[""Self""]"
tt9557304,15,nm0006795,producer,producer,\N
tt9590608,15,nm0006795,producer,producer,\N
tt9595996,17,nm0006795,producer,producer,\N
tt9598180,23,nm0006795,producer,producer,\N
tt9598186,18,nm0006795,producer,producer,\N
tt9598196,21,nm0006795,producer,producer,\N
tt9598198,16,nm0006795,producer,producer,\N
tt9635552,19,nm0006795,producer,producer,\N
tt9635558,19,nm0006795,producer,producer,\N
tt9711174,18,nm0006795,producer,producer,\N
tt9711178,20,nm0006795,producer,producer,\N
tt9711200,17,nm0006795,producer,producer,\N
tt9711230,21,nm0006795,producer,producer,\N
tt9794406,14,nm0451321,producer,producer,\N
tt9806002,21,nm0006795,producer,producer,\N
tt9806010,21,nm0006795,producer,producer,\N
tt9838878,20,nm0006795,producer,producer,\N
tt9838880,19,nm0006795,producer,producer,\N
tt9838882,21,nm0006795,producer,producer,\N
tt9838884,21,nm0006795,producer,producer,\N
tt9838888,21,nm0006795,producer,producer,\N
tt9838890,21,nm0006795,producer,producer,\N
tt9838892,21,nm0006795,producer,producer,\N
tt9838894,21,nm0006795,producer,producer,\N
tt9905024,15,nm0451321,producer,producer,\N
